6
0.6094648838043213
0.33570051193237305
0.0008389949798583984
0.0001468658447265625
100.0
scale
linear
"{'C': 100, 'gamma': 'scale', 'kernel': 'linear'}"
0.914572864321608
0.9798994974874372
0.9472361809045227
0.0326633165829146
3
