mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,split5_test_recall_macro,split6_test_recall_macro,split7_test_recall_macro,split8_test_recall_macro,split9_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro
0.5387248992919922,0.06385859418657928,0.015914154052734376,0.002535066296237264,True,75,5,2,20,239,"OrderedDict({'bootstrap': True, 'max_depth': 75, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 239})",0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.425,0.11456439237389598,44
0.8948926448822021,0.08595192024307698,0.018715643882751466,0.0029244249325824393,True,495,10,4,11,327,"OrderedDict({'bootstrap': True, 'max_depth': 495, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 11, 'n_estimators': 327})",0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.475,0.075,19
0.3758399486541748,0.04411858510268198,0.012504220008850098,0.00234115448373678,True,344,5,2,7,163,"OrderedDict({'bootstrap': True, 'max_depth': 344, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 163})",0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.11180339887498948,4
1.0649300575256349,0.08998853281073908,0.02376837730407715,0.003452544608466927,True,201,9,6,5,413,"OrderedDict({'bootstrap': True, 'max_depth': 201, 'max_features': 9, 'min_samples_leaf': 6, 'min_samples_split': 5, 'n_estimators': 413})",0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.1,31
1.187880802154541,0.04709670934937017,0.028577589988708497,0.0053993748748177835,True,465,8,4,11,417,"OrderedDict({'bootstrap': True, 'max_depth': 465, 'max_features': 8, 'min_samples_leaf': 4, 'min_samples_split': 11, 'n_estimators': 417})",0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.475,0.075,19
1.2119680643081665,0.04821702992987134,0.034818387031555174,0.002916101823108566,True,20,5,3,8,500,"OrderedDict({'bootstrap': True, 'max_depth': 20, 'max_features': 5, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 500})",0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.475,0.075,19
1.0897292137145995,0.041092236621043644,0.027288222312927247,0.0038880243622805206,True,500,9,2,5,355,"OrderedDict({'bootstrap': True, 'max_depth': 500, 'max_features': 9, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 355})",0.25,0.5,0.25,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.475,0.13462912017836262,19
1.007789134979248,0.0756182450660085,0.023221158981323244,0.0031120165108201,True,413,5,2,5,435,"OrderedDict({'bootstrap': True, 'max_depth': 413, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 435})",0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.45,0.1,31
0.165381121635437,0.023842075841396422,0.010041403770446777,0.003438572083116727,True,210,5,3,8,50,"OrderedDict({'bootstrap': True, 'max_depth': 210, 'max_features': 5, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 50})",0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.475,0.13462912017836262,19
0.16486036777496338,0.020393945182332344,0.007198739051818848,0.001402390785647773,True,36,10,2,13,50,"OrderedDict({'bootstrap': True, 'max_depth': 36, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 13, 'n_estimators': 50})",0.25,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.525,0.13462912017836262,1
