6
0.6465301513671875
0.34682202339172363
0.0008193254470825195
0.00011146068572998047
100.0
scale
linear
"{'C': 100, 'gamma': 'scale', 'kernel': 'linear'}"
0.914572864321608
0.9798994974874372
0.9472361809045227
0.0326633165829146
3
