mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_custom,split1_test_custom,split2_test_custom,split3_test_custom,split4_test_custom,split5_test_custom,split6_test_custom,split7_test_custom,split8_test_custom,split9_test_custom,mean_test_custom,std_test_custom,rank_test_custom,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,split5_test_recall_macro,split6_test_recall_macro,split7_test_recall_macro,split8_test_recall_macro,split9_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro
0.18519968986511232,0.03710342256162522,0.028501224517822266,0.0024109352606598135,True,80,2,3,8,50,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 50}",0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8800000000000001,0.02666666666666666,1,0.25,0.4945054945054945,0.5,0.5,0.5,0.25,0.24722222222222223,0.49444444444444446,0.5,0.5,0.42361721611721614,0.1142866405095499,270
0.4215144395828247,0.10375951052502706,0.046654796600341795,0.01224050475801886,True,80,2,3,8,100,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 100}",0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8733333333333334,0.019999999999999997,14,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.49722222222222223,0.5,0.5,0.47472222222222216,0.07491198539323034,177
0.6997514963150024,0.08872237102024219,0.07843482494354248,0.018558649176117145,True,80,2,3,8,200,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 200}",0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8733333333333334,0.019999999999999997,14,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.49722222222222223,0.5,0.5,0.47472222222222216,0.07491198539323034,177
0.9909791469573974,0.08666945444351648,0.09228153228759765,0.014789864162902035,True,80,2,3,8,300,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 300}",0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8733333333333334,0.019999999999999997,14,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.45,0.1,241
1.6806353807449341,0.11630165414235918,0.14979820251464843,0.02407861435243173,True,80,2,3,8,500,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 500}",0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8733333333333334,0.019999999999999997,14,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.49722222222222223,0.5,0.5,0.4497222222222222,0.09986449152059339,242
0.1925438642501831,0.028973619470631474,0.032941579818725586,0.008346853579784526,True,80,2,3,10,50,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 50}",0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8733333333333334,0.019999999999999997,14,0.25,0.49725274725274726,0.24725274725274726,0.5,0.25,0.5,0.25,0.49722222222222223,0.5,0.75,0.4241727716727716,0.1601245614078076,268
0.37824764251708987,0.06919129409621942,0.04231507778167724,0.007588210121261573,True,80,2,3,10,100,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 100}",0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666668,1.1102230246251565e-16,250,0.25,0.7472527472527473,0.5,0.5,0.5,0.5,0.5,0.49444444444444446,0.49722222222222223,0.5,0.4988919413919414,0.11120261837391941,148
0.5946479558944702,0.08423729604532817,0.054752254486083986,0.010150121404717523,True,80,2,3,10,200,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 200}",0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8733333333333334,0.019999999999999997,14,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.49722222222222223,0.49722222222222223,0.5,0.47444444444444445,0.0748228360203184,197
0.8008348703384399,0.054777579017877255,0.06902790069580078,0.004912551891282063,True,80,2,3,10,300,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 300}",0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8733333333333334,0.019999999999999997,14,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.49722222222222223,0.5,0.5,0.4497222222222222,0.09986449152059339,242
1.2855348348617555,0.06848525179677513,0.10888299942016602,0.012981516995642126,True,80,2,3,10,500,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 500}",0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8733333333333334,0.019999999999999997,14,0.25,0.5,0.5,0.5,0.75,0.5,0.5,0.49722222222222223,0.5,0.5,0.4997222222222222,0.1118065044818254,121
