mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_custom,split1_test_custom,split2_test_custom,split3_test_custom,split4_test_custom,mean_test_custom,std_test_custom,rank_test_custom,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro
8.929542541503906,0.10350612118596134,0.013306474685668946,0.0018626464674372778,0.040343472274915984,8,9,97,0.8680591793075738,"OrderedDict({'learning_rate': 0.040343472274915984, 'max_depth': 8, 'min_samples_split': 9, 'n_estimators': 97, 'subsample': 0.8680591793075738})",0.7,0.6388888888888888,0.7444444444444445,0.4,0.5333333333333333,0.6033333333333333,0.12390757208400575,22,0.49927745664739887,0.5617774566473989,0.43677745664739887,0.43460982658959535,0.43533236994219654,0.47355491329479776,0.05054726562020253,14
6.555092096328735,0.34504837426513135,0.011373138427734375,0.0003083314608311401,0.17255364529395611,9,4,193,0.9456511661859803,"OrderedDict({'learning_rate': 0.17255364529395611, 'max_depth': 9, 'min_samples_split': 4, 'n_estimators': 193, 'subsample': 0.9456511661859803})",0.9333333333333333,0.6388888888888888,0.5944444444444444,0.42777777777777776,0.6,0.6388888888888888,0.1641664316599183,6,0.5603323699421965,0.6867774566473989,0.4985549132947977,0.37210982658959535,0.4360549132947977,0.5107658959537572,0.10806780227277887,6
9.492993021011353,0.038350228904526974,0.014229393005371094,0.000903973348894878,0.045401641878176635,9,3,115,0.6751820745469395,"OrderedDict({'learning_rate': 0.045401641878176635, 'max_depth': 9, 'min_samples_split': 3, 'n_estimators': 115, 'subsample': 0.6751820745469395})",0.8666666666666667,0.7055555555555556,0.6666666666666666,0.4666666666666667,0.5333333333333333,0.6477777777777778,0.1396468208299109,3,0.4375,0.43677745664739887,0.49927745664739887,0.49783236994219654,0.4360549132947977,0.46148843930635836,0.030271548541067558,17
5.688507318496704,0.01977941377246218,0.011460828781127929,0.0017705420699566548,0.15849201309311142,3,7,170,0.8092209312217534,"OrderedDict({'learning_rate': 0.15849201309311142, 'max_depth': 3, 'min_samples_split': 7, 'n_estimators': 170, 'subsample': 0.8092209312217534})",0.5555555555555556,0.6388888888888888,0.5,0.5111111111111111,0.5333333333333333,0.5477777777777778,0.04939135726865081,30,0.43533236994219654,0.49927745664739887,0.4360549132947977,0.4360549132947977,0.49783236994219654,0.4609104046242775,0.030741141685174764,18
6.708319520950317,0.4544261854808568,0.011348533630371093,0.0025214922201678195,0.15171809566296443,6,6,157,0.9615408290026747,"OrderedDict({'learning_rate': 0.15171809566296443, 'max_depth': 6, 'min_samples_split': 6, 'n_estimators': 157, 'subsample': 0.9615408290026747})",0.7833333333333333,0.55,0.7444444444444445,0.4666666666666667,0.5555555555555556,0.6200000000000001,0.12225252149688233,15,0.6235549132947977,0.49927745664739887,0.4985549132947977,0.5603323699421965,0.4360549132947977,0.5235549132947976,0.06359752545298855,1
8.382666826248169,0.17901333247060267,0.010558557510375977,0.0005580487499885804,0.1214083024909187,10,3,78,0.920201292582698,"OrderedDict({'learning_rate': 0.1214083024909187, 'max_depth': 10, 'min_samples_split': 3, 'n_estimators': 78, 'subsample': 0.920201292582698})",0.5944444444444444,0.6777777777777778,0.6388888888888888,0.5,0.5444444444444444,0.591111111111111,0.06369293621318452,25,0.3735549132947977,0.6867774566473989,0.49927745664739887,0.49710982658959535,0.49927745664739887,0.511199421965318,0.10025611227442031,4
14.066935586929322,0.39676100046056895,0.013548946380615235,0.0005082820989301023,0.08156447333825878,8,5,181,0.8370478701222271,"OrderedDict({'learning_rate': 0.08156447333825878, 'max_depth': 8, 'min_samples_split': 5, 'n_estimators': 181, 'subsample': 0.8370478701222271})",0.9333333333333333,0.6,0.5944444444444444,0.4666666666666667,0.5333333333333333,0.6255555555555555,0.16130639505741784,14,0.6235549132947977,0.49927745664739887,0.5610549132947977,0.49783236994219654,0.4360549132947977,0.5235549132947976,0.06373938207700602,1
14.831923723220825,0.10818597263820805,0.014285945892333984,0.0001217667523076142,0.06348516039427839,9,6,176,0.7296239929137495,"OrderedDict({'learning_rate': 0.06348516039427839, 'max_depth': 9, 'min_samples_split': 6, 'n_estimators': 176, 'subsample': 0.7296239929137495})",0.8,0.6666666666666666,0.6388888888888888,0.5055555555555555,0.5444444444444444,0.6311111111111111,0.10307614349608107,8,0.31177745664739887,0.6235549132947977,0.49783236994219654,0.49783236994219654,0.4360549132947977,0.4734104046242774,0.1012490798655024,15
5.5312048435211185,0.840137662925849,0.009679603576660156,0.00040994224342969193,0.2578438884524839,8,9,112,0.7524259059189972,"OrderedDict({'learning_rate': 0.2578438884524839, 'max_depth': 8, 'min_samples_split': 9, 'n_estimators': 112, 'subsample': 0.7524259059189972})",0.5166666666666667,0.5944444444444444,0.7,0.37222222222222223,0.49444444444444446,0.5355555555555556,0.10884352796674182,31,0.37283236994219654,0.5588872832369942,0.5603323699421965,0.43244219653179194,0.37427745664739887,0.4597543352601156,0.08432195466082866,19
8.352752685546875,0.035774550726131685,0.011563348770141601,0.0005798768706837291,0.010124239352823897,9,8,88,0.831465734491354,"OrderedDict({'learning_rate': 0.010124239352823897, 'max_depth': 9, 'min_samples_split': 8, 'n_estimators': 88, 'subsample': 0.831465734491354})",0.7833333333333333,0.6,0.5555555555555556,0.4666666666666667,0.5333333333333333,0.5877777777777777,0.10682858081530591,26,0.375,0.4375,0.43677745664739887,0.37427745664739887,0.3125,0.3872109826589595,0.04665605155010565,29
