3
0.6468720436096191
0.021609783172607422
0.0009236335754394531
6.175041198730469e-05
1.0
auto
linear
"{'C': 1, 'gamma': 'auto', 'kernel': 'linear'}"
0.9296482412060302
0.9597989949748744
0.9447236180904524
0.01507537688442212
5
