mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_custom,split1_test_custom,split2_test_custom,mean_test_custom,std_test_custom,rank_test_custom,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro
0.27599183718363446,0.008735281197810835,0.03963152567545573,0.006034345482114194,True,80,2,3,8,100,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 100}",0.37407407407407406,0.5259259259259259,0.4185185185185185,0.43950617283950616,0.06374484268358314,86,0.4,0.4,0.4,0.4000000000000001,5.551115123125783e-17,152
0.4783030351003011,0.01265593729759843,0.05603321393330892,0.009264798228496574,True,80,2,3,8,200,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 200}",0.36666666666666664,0.5296296296296297,0.44814814814814813,0.4481481481481482,0.06652935103855548,47,0.4,0.4,0.4,0.4000000000000001,5.551115123125783e-17,152
0.715618371963501,0.021406640257039942,0.07603597640991211,0.007064945241045301,True,80,2,3,8,300,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 300}",0.37407407407407406,0.4962962962962963,0.4222222222222222,0.4308641975308642,0.05026981005309218,131,0.4,0.4,0.4,0.4000000000000001,5.551115123125783e-17,152
2.3908143043518066,0.0927641134020502,0.2075186570485433,0.0240759297595572,True,80,2,3,8,1000,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 1000}",0.37407407407407406,0.5222222222222223,0.48518518518518516,0.46049382716049386,0.06295085819250353,9,0.45,0.4,0.4,0.4166666666666667,0.02357022603955158,49
0.2526538372039795,0.006009329993083977,0.036163886388142906,0.005723012340354977,True,80,2,3,10,100,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 100}",0.37407407407407406,0.4962962962962963,0.5,0.4567901234567901,0.05850862030159401,22,0.4,0.4,0.4,0.4000000000000001,5.551115123125783e-17,152
0.4566597143809001,0.0083438350582044,0.05126762390136719,0.0024658997607198917,True,80,2,3,10,200,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 200}",0.337037037037037,0.5222222222222223,0.5037037037037037,0.454320987654321,0.08327615779772866,31,0.35,0.35,0.4,0.3666666666666667,0.023570226039551605,265
0.7650802135467529,0.08668394633171178,0.08320299784342448,0.003636384014057902,True,80,2,3,10,300,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 300}",0.34074074074074073,0.4962962962962963,0.4185185185185185,0.4185185185185185,0.06350528962771203,201,0.45,0.4,0.4,0.4166666666666667,0.02357022603955158,49
2.3793856302897134,0.07307756095396196,0.18518749872843424,0.003373961102217867,True,80,2,3,10,1000,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 1000}",0.3296296296296296,0.5222222222222223,0.45555555555555555,0.43580246913580245,0.07985660063603078,112,0.35,0.4,0.4,0.3833333333333333,0.023570226039551608,209
0.2307735284169515,0.007100516185089008,0.03330580393473307,0.001986836280767718,True,80,2,3,12,100,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 100}",0.337037037037037,0.4703703703703704,0.45185185185185184,0.419753086419753,0.05897565882714167,198,0.4,0.4,0.4,0.4000000000000001,5.551115123125783e-17,152
0.48149530092875165,0.023590396422911587,0.05096141497294108,0.0035870410116048117,True,80,2,3,12,200,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 200}",0.3111111111111111,0.4666666666666667,0.4,0.3925925925925926,0.06372092790401945,275,0.4,0.4,0.4,0.4000000000000001,5.551115123125783e-17,152
0.6898644765218099,0.0018628501647867594,0.07195583979288737,0.003767273056639128,True,80,2,3,12,300,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 300}",0.3037037037037037,0.4703703703703704,0.45555555555555555,0.40987654320987654,0.07531876070454145,234,0.4,0.4,0.4,0.4000000000000001,5.551115123125783e-17,152
2.386857509613037,0.055014559050299006,0.18959705034891763,0.0049759381641010375,True,80,2,3,12,1000,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 1000}",0.3037037037037037,0.4703703703703704,0.4222222222222222,0.39876543209876547,0.07003384989473006,268,0.4,0.4,0.4,0.4000000000000001,5.551115123125783e-17,152
0.23606411616007486,0.0017615893811387215,0.03393387794494629,0.00151245324005614,True,80,2,4,8,100,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 100}",0.36666666666666664,0.4666666666666667,0.42592592592592593,0.419753086419753,0.04105750406991579,198,0.4,0.35,0.4,0.3833333333333333,0.023570226039551608,209
