mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_custom,split1_test_custom,split2_test_custom,mean_test_custom,std_test_custom,rank_test_custom,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro
0.15636825561523438,0.0036700730855537627,0.017615397771199543,0.00036592969081201016,True,133,9,7,17,134,"OrderedDict({'bootstrap': True, 'max_depth': 133, 'max_features': 9, 'min_samples_leaf': 7, 'min_samples_split': 17, 'n_estimators': 134})",0.0,0.0,0.0,0.0,0.0,33,0.8197674418604651,0.688953488372093,0.7742248062015503,0.7609819121447029,0.05421932797484159,12
0.42809438705444336,0.007163648120874783,0.03696529070536295,0.0007273395369830631,True,69,10,4,16,358,"OrderedDict({'bootstrap': True, 'max_depth': 69, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 16, 'n_estimators': 358})",0.0,0.0,0.0,0.0,0.0,33,0.7441860465116279,0.7761627906976744,0.6749723145071983,0.7317737172388336,0.042232906257214695,27
0.18477328618367514,0.005368805459238594,0.020185470581054688,0.000519306351555118,True,215,6,3,9,164,"OrderedDict({'bootstrap': True, 'max_depth': 215, 'max_features': 6, 'min_samples_leaf': 3, 'min_samples_split': 9, 'n_estimators': 164})",0.0,0.0,0.13333333333333333,0.044444444444444446,0.06285393610547088,3,0.7005813953488372,0.6967054263565892,0.6925526024363234,0.6966131413805833,0.0032783904888024178,41
0.15792409578959146,0.0023231557350297583,0.017902533213297527,0.0009385332014488352,True,106,9,9,13,138,"OrderedDict({'bootstrap': True, 'max_depth': 106, 'max_features': 9, 'min_samples_leaf': 9, 'min_samples_split': 13, 'n_estimators': 138})",0.0625,0.0,0.05333333333333334,0.03861111111111112,0.02755745961163535,5,0.8217054263565892,0.7684108527131782,0.6672203765227022,0.7524455518641565,0.06407066816645751,18
0.5083357493082682,0.0025951229160843586,0.04752310117085775,0.0006529349023302229,True,159,5,6,19,473,"OrderedDict({'bootstrap': True, 'max_depth': 159, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 19, 'n_estimators': 473})",0.0,0.0,0.0,0.0,0.0,33,0.7742248062015503,0.6172480620155039,0.8099390919158361,0.7338039867109635,0.08369723307744664,25
0.10770980517069499,0.005383013902224973,0.012496630350748697,0.0009535036795335478,True,260,5,3,6,78,"OrderedDict({'bootstrap': True, 'max_depth': 260, 'max_features': 5, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 78})",0.05,0.0625,0.05333333333333334,0.05527777777777778,0.005285082664011234,2,0.6589147286821705,0.6647286821705426,0.7343576965669989,0.686000369139904,0.034276073780502604,42
0.286179780960083,0.003986513915832839,0.02930585543314616,0.00012686113965047874,True,462,4,2,15,273,"OrderedDict({'bootstrap': True, 'max_depth': 462, 'max_features': 4, 'min_samples_leaf': 2, 'min_samples_split': 15, 'n_estimators': 273})",0.0,0.0,0.0,0.0,0.0,33,0.8255813953488372,0.7044573643410853,0.7941583610188262,0.7747323735695829,0.05132110977739622,5
0.2782873312632243,0.0030015855486059412,0.027448177337646484,0.00015609274873855746,True,286,5,8,18,257,"OrderedDict({'bootstrap': True, 'max_depth': 286, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 18, 'n_estimators': 257})",0.0625,0.0,0.0,0.020833333333333332,0.02946278254943948,16,0.7325581395348837,0.8575581395348837,0.7702104097452934,0.7867755629383536,0.05235808263125611,3
0.4485868612925212,0.007030078053234342,0.04458077748616537,0.0003785813942590615,True,139,3,5,19,447,"OrderedDict({'bootstrap': True, 'max_depth': 139, 'max_features': 3, 'min_samples_leaf': 5, 'min_samples_split': 19, 'n_estimators': 447})",0.0,0.0,0.0,0.0,0.0,33,0.7761627906976744,0.6986434108527132,0.8535437430786268,0.7761166482096714,0.06323780424066762,4
0.44541263580322266,0.009807469934770675,0.03955904642740885,0.0005371109121504135,True,241,7,6,14,382,"OrderedDict({'bootstrap': True, 'max_depth': 241, 'max_features': 7, 'min_samples_leaf': 6, 'min_samples_split': 14, 'n_estimators': 382})",0.0,0.0,0.0,0.0,0.0,33,0.8217054263565892,0.7722868217054263,0.7126245847176079,0.7688722775932079,0.04459747255011836,10
0.12183578809102376,0.008830641510396793,0.014514684677124023,0.0008113011395412906,True,90,7,10,7,93,"OrderedDict({'bootstrap': True, 'max_depth': 90, 'max_features': 7, 'min_samples_leaf': 10, 'min_samples_split': 7, 'n_estimators': 93})",0.0,0.0625,0.0,0.020833333333333332,0.02946278254943948,16,0.7267441860465116,0.8178294573643411,0.7682724252491694,0.7709486895533407,0.03723352840053339,8
0.5241849422454834,0.015153526589149157,0.05048942565917969,0.002237030246249434,True,218,6,5,5,480,"OrderedDict({'bootstrap': True, 'max_depth': 218, 'max_features': 6, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 480})",0.05,0.05,0.0,0.03333333333333333,0.023570226039551587,11,0.8217054263565892,0.8158914728682171,0.6410575858250277,0.7595514950166113,0.08382145867027403,15
0.5789034366607666,0.007068600679077169,0.050698041915893555,0.0020035304672937682,True,240,8,2,5,489,"OrderedDict({'bootstrap': True, 'max_depth': 240, 'max_features': 8, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 489})",0.1125,0.0,0.0,0.0375,0.05303300858899107,7,0.7839147286821705,0.7025193798449613,0.6489479512735327,0.7117940199335547,0.055488869530131345,35
