4
0.7429103851318359
0.45220208168029785
0.0011006593704223633
9.85860824584961e-05
10.0
scale
linear
"{'C': 10, 'gamma': 'scale', 'kernel': 'linear'}"
0.914572864321608
0.964824120603015
0.9396984924623115
0.025125628140703515
7
