3
0.7065517902374268
0.09461426734924316
0.0009710788726806641
0.00014853477478027344
1.0
auto
linear
"{'C': 1, 'gamma': 'auto', 'kernel': 'linear'}"
0.9296482412060302
0.9597989949748744
0.9447236180904524
0.01507537688442212
5
