0
0.15244078636169434
0.1302201747894287
0.0012676715850830078
0.00017452239990234375
0.1
scale
linear
"{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}"
0.9447236180904522
0.9547738693467337
0.949748743718593
0.005025125628140725
1
