mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_custom,split1_test_custom,split2_test_custom,mean_test_custom,std_test_custom,rank_test_custom,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro
0.4130675792694092,0.017299831150290913,0.057056585947672524,0.006403315847239541,True,45,7,5,14,370,"OrderedDict({'bootstrap': True, 'max_depth': 45, 'max_features': 7, 'min_samples_leaf': 5, 'min_samples_split': 14, 'n_estimators': 370})",0.9111111111111111,0.6388888888888888,0.7111111111111111,0.7537037037037037,0.1151429004200727,15,0.575,0.5041666666666667,0.5646929824561403,0.547953216374269,0.03124638756864121,17
0.3182876904805501,0.007737711690431698,0.04674609502156576,0.0006795723164183258,True,227,8,9,19,315,"OrderedDict({'bootstrap': True, 'max_depth': 227, 'max_features': 8, 'min_samples_leaf': 9, 'min_samples_split': 19, 'n_estimators': 315})",0.9111111111111111,0.6277777777777778,0.5777777777777777,0.7055555555555554,0.14677605348469897,37,0.625,0.4708333333333333,0.36403508771929827,0.48662280701754385,0.1071218993167344,40
0.39354801177978516,0.013769536585783781,0.04971583684285482,0.0010960086666169453,True,136,6,3,13,405,"OrderedDict({'bootstrap': True, 'max_depth': 136, 'max_features': 6, 'min_samples_leaf': 3, 'min_samples_split': 13, 'n_estimators': 405})",0.6944444444444444,0.7444444444444445,0.7888888888888889,0.7425925925925926,0.038579012325925297,20,0.44166666666666665,0.6625,0.5646929824561403,0.5562865497076023,0.09035058148289009,12
0.382573922475179,0.005209536796542053,0.06652530034383138,0.004724269057385831,True,206,6,6,19,418,"OrderedDict({'bootstrap': True, 'max_depth': 206, 'max_features': 6, 'min_samples_leaf': 6, 'min_samples_split': 19, 'n_estimators': 418})",0.6777777777777778,0.75,0.8333333333333334,0.7537037037037037,0.06355926778418709,15,0.5791666666666666,0.6125,0.46600877192982454,0.5525584795321637,0.06269458611563196,13
0.15962672233581543,0.015466367740044513,0.03829201062520345,0.00452782688663104,True,48,9,4,15,130,"OrderedDict({'bootstrap': True, 'max_depth': 48, 'max_features': 9, 'min_samples_leaf': 4, 'min_samples_split': 15, 'n_estimators': 130})",0.75,0.55,0.9111111111111111,0.737037037037037,0.14770767853784642,24,0.6958333333333333,0.4875,0.5701754385964912,0.5845029239766082,0.08565299011099979,7
0.4315374692281087,0.0024049888952599524,0.0491790771484375,0.0013596217162740467,True,303,2,9,14,412,"OrderedDict({'bootstrap': True, 'max_depth': 303, 'max_features': 2, 'min_samples_leaf': 9, 'min_samples_split': 14, 'n_estimators': 412})",0.8666666666666667,0.7,0.49444444444444446,0.687037037037037,0.15223528825603416,44,0.5625,0.4458333333333333,0.4364035087719298,0.48157894736842105,0.057349181726605254,41
0.40770721435546875,0.010529977247567619,0.047255516052246094,0.001976088982448337,True,27,9,7,12,393,"OrderedDict({'bootstrap': True, 'max_depth': 27, 'max_features': 9, 'min_samples_leaf': 7, 'min_samples_split': 12, 'n_estimators': 393})",0.5444444444444444,0.7111111111111111,0.6388888888888888,0.6314814814814814,0.06824268804699365,50,0.475,0.5791666666666666,0.5098684210526316,0.5213450292397661,0.043293248224342946,25
0.49540074666341144,0.006798748954348801,0.05922547976175944,0.0034070399320531445,True,136,10,6,5,468,"OrderedDict({'bootstrap': True, 'max_depth': 136, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 5, 'n_estimators': 468})",0.8277777777777777,0.6111111111111112,0.75,0.7296296296296297,0.08961891579676189,31,0.42083333333333334,0.42083333333333334,0.5230263157894737,0.4548976608187134,0.04817423392294314,48
0.1356351375579834,0.0060841863782984265,0.0191193421681722,0.002225450922990032,True,331,6,2,7,95,"OrderedDict({'bootstrap': True, 'max_depth': 331, 'max_features': 6, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 95})",0.6666666666666666,0.9111111111111111,0.7277777777777777,0.7685185185185185,0.1038689160176308,10,0.47916666666666663,0.5458333333333334,0.6326754385964912,0.5525584795321637,0.06284985525518977,13
0.5207648277282715,0.01144334416629578,0.06038673718770345,0.0026509551304190132,True,382,7,4,15,496,"OrderedDict({'bootstrap': True, 'max_depth': 382, 'max_features': 7, 'min_samples_leaf': 4, 'min_samples_split': 15, 'n_estimators': 496})",0.8277777777777777,0.6444444444444445,0.75,0.7407407407407408,0.07513134361148438,22,0.5708333333333333,0.475,0.5098684210526316,0.5185672514619883,0.03960436998036543,27
0.09355894724527995,0.006513060977109665,0.017440239588419598,0.00210923274465299,True,195,9,5,9,50,"OrderedDict({'bootstrap': True, 'max_depth': 195, 'max_features': 9, 'min_samples_leaf': 5, 'min_samples_split': 9, 'n_estimators': 50})",0.75,0.5944444444444444,0.8555555555555555,0.7333333333333334,0.10724764618940931,26,0.6208333333333333,0.5333333333333333,0.6326754385964912,0.5956140350877194,0.04430367345589611,3
0.08307758967081706,0.00841301077370051,0.019345601399739582,0.0010943166279377076,True,76,4,6,14,50,"OrderedDict({'bootstrap': True, 'max_depth': 76, 'max_features': 4, 'min_samples_leaf': 6, 'min_samples_split': 14, 'n_estimators': 50})",0.5888888888888889,0.75,0.7055555555555556,0.6814814814814816,0.06794050491794126,46,0.475,0.5041666666666667,0.48135964912280704,0.4868421052631579,0.012522422691829358,39
