mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_max_features,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_custom,split1_test_custom,split2_test_custom,mean_test_custom,std_test_custom,rank_test_custom,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro
1.742221514383952,0.026301333163212134,0.010860443115234375,0.0003196648760691165,0.22236278879510243,5,34,8,335,0.37066030744408607,"OrderedDict({'learning_rate': 0.22236278879510243, 'max_depth': 5, 'max_features': 34, 'min_samples_split': 8, 'n_estimators': 335, 'subsample': 0.37066030744408607})",0.0,0.042105263157894736,0.0,0.014035087719298246,0.01984861140172765,21,0.6969696969696969,0.6373566459860877,0.7225418311712728,0.6856227247090191,0.035690281388374386,18
4.272828737894694,0.04327613326521827,0.01709580421447754,0.0001381768171447592,0.013009957118556412,8,25,2,318,0.5952558123066944,"OrderedDict({'learning_rate': 0.013009957118556412, 'max_depth': 8, 'max_features': 25, 'min_samples_split': 2, 'n_estimators': 318, 'subsample': 0.5952558123066944})",0.0,0.0,0.05263157894736842,0.017543859649122806,0.024810764252159563,12,0.5538720538720538,0.6020116563263772,0.7299492385786802,0.6286109829257037,0.07430314876776123,45
2.083281914393107,0.02411452151306943,0.01585809389750163,0.0003283881840460874,0.011076024601859486,6,13,7,381,0.5105652465587989,"OrderedDict({'learning_rate': 0.011076024601859486, 'max_depth': 6, 'max_features': 13, 'min_samples_split': 7, 'n_estimators': 381, 'subsample': 0.5105652465587989})",0.0,0.042105263157894736,0.0,0.014035087719298246,0.01984861140172765,21,0.5521885521885522,0.6390486933634142,0.6892084978379395,0.6268152477966353,0.056603058040278854,46
0.8688984711964926,0.007756445502418257,0.00991519292195638,0.0003521350312569229,0.20222738485255012,7,10,3,194,0.7167801847884896,"OrderedDict({'learning_rate': 0.20222738485255012, 'max_depth': 7, 'max_features': 10, 'min_samples_split': 3, 'n_estimators': 194, 'subsample': 0.7167801847884896})",0.05555555555555555,0.042105263157894736,0.05263157894736842,0.050097465886939564,0.005776036019504503,3,0.6245791245791246,0.6777777777777777,0.7949238578680203,0.6990935867416409,0.07115759422415474,15
1.337090015411377,0.04455638512104888,0.008820454279581705,0.00034911516383059183,0.21283606317183754,7,25,7,206,0.6938411974837071,"OrderedDict({'learning_rate': 0.21283606317183754, 'max_depth': 7, 'max_features': 25, 'min_samples_split': 7, 'n_estimators': 206, 'subsample': 0.6938411974837071})",0.05555555555555555,0.0,0.0,0.018518518518518517,0.026189140043946204,9,0.7744107744107745,0.6481481481481481,0.6454032712915961,0.6893207312835062,0.060178180801071575,16
1.060471534729004,0.039693627863919556,0.008431752522786459,0.0005132747368328612,0.28283560401213015,5,24,8,374,0.9688409378696787,"OrderedDict({'learning_rate': 0.28283560401213015, 'max_depth': 5, 'max_features': 24, 'min_samples_split': 8, 'n_estimators': 374, 'subsample': 0.9688409378696787})",0.0,0.0,0.0,0.0,0.0,28,0.6616161616161617,0.7077270163564581,0.7507990223726265,0.7067140667817488,0.0364157952296109,13
1.9331374168395996,0.048033529886576325,0.008991479873657227,0.0001478088795514362,0.044574252397671064,7,26,4,139,0.8723254564661564,"OrderedDict({'learning_rate': 0.044574252397671064, 'max_depth': 7, 'max_features': 26, 'min_samples_split': 4, 'n_estimators': 139, 'subsample': 0.8723254564661564})",0.0,0.0,0.0,0.0,0.0,28,0.6986531986531986,0.7117503290092122,0.6892084978379395,0.6998706751667835,0.00924284317492508,14
0.8046687444051107,0.0028140899519561407,0.007900714874267578,0.00048442599328286446,0.010799532365195676,7,16,6,80,0.89644512115246,"OrderedDict({'learning_rate': 0.010799532365195676, 'max_depth': 7, 'max_features': 16, 'min_samples_split': 6, 'n_estimators': 80, 'subsample': 0.89644512115246})",0.0,0.0,0.0,0.0,0.0,28,0.7676767676767676,0.6743936830231246,0.6134423763865388,0.6851709423621437,0.0634254094892166,20
1.423242171605428,0.0018706218635626646,0.008757670720418295,0.0005447734742643926,0.07785059243729528,5,25,7,154,0.8245404300234729,"OrderedDict({'learning_rate': 0.07785059243729528, 'max_depth': 5, 'max_features': 25, 'min_samples_split': 7, 'n_estimators': 154, 'subsample': 0.8245404300234729})",0.044444444444444446,0.0,0.0,0.014814814814814815,0.020951312035156964,18,0.6969696969696969,0.6743936830231246,0.543391614965219,0.6382516649860136,0.06770642962520709,41
4.032272974650065,0.04165375123157524,0.012383222579956055,0.00022729107271721782,0.013676863912038968,6,39,9,276,0.7721204687133905,"OrderedDict({'learning_rate': 0.013676863912038968, 'max_depth': 6, 'max_features': 39, 'min_samples_split': 9, 'n_estimators': 276, 'subsample': 0.7721204687133905})",0.0,0.05263157894736842,0.0,0.017543859649122806,0.024810764252159563,12,0.6599326599326599,0.741379958638842,0.6470953186689228,0.6828026457468083,0.04175065286450684,24
1.400406837463379,0.06571835473781368,0.007873614629109701,4.5148838658590466e-05,0.2449558594590903,10,30,2,76,0.7486955620758382,"OrderedDict({'learning_rate': 0.2449558594590903, 'max_depth': 10, 'max_features': 30, 'min_samples_split': 2, 'n_estimators': 76, 'subsample': 0.7486955620758382})",0.044444444444444446,0.0,0.0,0.014814814814814815,0.020951312035156964,18,0.7323232323232323,0.6037037037037037,0.6185185185185186,0.6515151515151515,0.05745913984396967,36
