mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro
0.12746302286783853,0.02128878972555938,0.008107980092366537,0.0003611677838337037,True,80,2,3,8,50,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 50}",0.3229166666666667,0.3333333333333333,0.3333333333333333,0.3298611111111111,0.0049104637582398965,154
0.19458325703938803,0.013064376682754087,0.01168664296468099,9.889483361713541e-05,True,80,2,3,8,100,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 100}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1
0.3724181652069092,0.01790321030173655,0.019037405649820965,0.00028729259610002104,True,80,2,3,8,200,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 200}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1
0.5433940092722574,0.017330437190636535,0.02745683987935384,0.0012681034605341564,True,80,2,3,8,300,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 300}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1
0.8866089185078939,0.010125382746207645,0.03893836339314779,0.0016309671750428711,True,80,2,3,8,500,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 500}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1
0.08866341908772786,0.0003187434580194082,0.007690747578938802,0.0001283705400426603,True,80,2,3,10,50,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 50}",0.3177083333333333,0.3333333333333333,0.3333333333333333,0.328125,0.00736569563735987,214
0.17567149798075357,0.002666925276473943,0.01166081428527832,0.00029947012301673816,True,80,2,3,10,100,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 100}",0.328125,0.3333333333333333,0.3333333333333333,0.33159722222222215,0.002455231879119948,91
0.3504042625427246,0.0067997713768282704,0.018865187962849934,0.000842833571100565,True,80,2,3,10,200,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 200}",0.328125,0.3333333333333333,0.3333333333333333,0.33159722222222215,0.002455231879119948,91
0.524586041768392,0.009355704315057738,0.0255584716796875,6.14670039420748e-06,True,80,2,3,10,300,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 300}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1
0.8625359535217285,0.00293211486628689,0.03971544901529948,0.0009010299668719485,True,80,2,3,10,500,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 500}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1
0.09192458788553874,0.00010027220180879223,0.0076342423756917315,3.672230936790459e-05,True,80,2,3,12,50,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 50}",0.3229166666666667,0.3333333333333333,0.3333333333333333,0.3298611111111111,0.0049104637582398965,154
0.1820230484008789,0.006975286443479664,0.012108087539672852,0.0006349527681764206,True,80,2,3,12,100,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 100}",0.328125,0.3333333333333333,0.3333333333333333,0.33159722222222215,0.002455231879119948,91
0.3526774247487386,0.004060701369989849,0.0183871587117513,0.00014687208028934964,True,80,2,3,12,200,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 200}",0.328125,0.3333333333333333,0.3333333333333333,0.33159722222222215,0.002455231879119948,91
0.5476782321929932,0.005638920977792934,0.028118371963500977,0.003592458844788573,True,80,2,3,12,300,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 300}",0.328125,0.3333333333333333,0.3333333333333333,0.33159722222222215,0.002455231879119948,91
0.9013920625050863,0.013773336053453053,0.041146278381347656,0.0016196120664307204,True,80,2,3,12,500,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 500}",0.328125,0.3333333333333333,0.3333333333333333,0.33159722222222215,0.002455231879119948,91
0.09061725934346516,0.002078479427304877,0.008168697357177734,0.0006933850384084618,True,80,2,4,8,50,"{'bootstrap': True, 'max_depth': 80, 'max_features': 2, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 50}",0.3229166666666667,0.3333333333333333,0.3333333333333333,0.3298611111111111,0.0049104637582398965,154
