mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_custom,split1_test_custom,split2_test_custom,mean_test_custom,std_test_custom,rank_test_custom,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro
1.4994277159372966,0.016300580949291273,0.00930635134379069,0.000558472347841778,0.16535823816936335,7,4,102,0.6564140024428395,"OrderedDict({'learning_rate': 0.16535823816936335, 'max_depth': 7, 'min_samples_split': 4, 'n_estimators': 102, 'subsample': 0.6564140024428395})",0.14444444444444443,0.12173913043478261,0.165,0.1437278582930757,0.01766844325662636,7,0.5231854838709677,0.4181763285024155,0.4856582125603865,0.4756733416445899,0.04344731609054831,44
1.09267258644104,0.010358893533678932,0.008887767791748047,0.0009484249322350856,0.03239915246220516,4,5,114,0.6876337391707034,"OrderedDict({'learning_rate': 0.03239915246220516, 'max_depth': 4, 'min_samples_split': 5, 'n_estimators': 114, 'subsample': 0.6876337391707034})",0.1,0.13333333333333333,0.0380952380952381,0.09047619047619049,0.03945969172906683,34,0.39818548387096775,0.4370471014492754,0.6044685990338164,0.4799003947846865,0.08950040768097231,41
3.689441680908203,0.12350341465772216,0.01142136255900065,6.143133821126908e-05,0.0648212085416184,4,5,339,0.8887583688402342,"OrderedDict({'learning_rate': 0.0648212085416184, 'max_depth': 4, 'min_samples_split': 5, 'n_estimators': 339, 'subsample': 0.8887583688402342})",0.1619047619047619,0.16,0.08571428571428572,0.1358730158730159,0.03547610170082285,12,0.5231854838709677,0.4370471014492754,0.5481582125603864,0.5027969326268765,0.04759684526983637,30
2.938844601313273,0.0951557309353059,0.010220845540364584,0.00019797188642676429,0.08676870428523731,4,6,285,0.9019256852536284,"OrderedDict({'learning_rate': 0.08676870428523731, 'max_depth': 4, 'min_samples_split': 6, 'n_estimators': 285, 'subsample': 0.9019256852536284})",0.17272727272727273,0.08181818181818182,0.14782608695652175,0.13412384716732542,0.03835734813487341,13,0.4321236559139785,0.4933574879227053,0.5474033816425121,0.49096150849306525,0.047093236096647874,36
1.7389026482899983,0.04536583814547271,0.008168776830037435,0.00016886862549378388,0.24079433747946782,10,5,105,0.7613775793005593,"OrderedDict({'learning_rate': 0.24079433747946782, 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 105, 'subsample': 0.7613775793005593})",0.08571428571428572,0.08421052631578947,0.0782608695652174,0.0827285605317642,0.0032182313995489653,40,0.614247311827957,0.4995471014492754,0.4285929951690821,0.5141291361487715,0.07649121137098662,24
2.135995070139567,0.042375209196440715,0.009272336959838867,0.00025548913874278703,0.1451232072847928,3,2,316,0.7389341369099877,"OrderedDict({'learning_rate': 0.1451232072847928, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 316, 'subsample': 0.7389341369099877})",0.06956521739130435,0.0782608695652174,0.08571428571428572,0.07784679089026915,0.006599328136856823,44,0.5883736559139785,0.4717693236714976,0.4544082125603865,0.5048503973819543,0.05948362845696068,27
0.6619219779968262,0.010105210809764321,0.006888469060262044,0.0006288703105891927,0.09027317978999498,2,7,109,0.8159943366403822,"OrderedDict({'learning_rate': 0.09027317978999498, 'max_depth': 2, 'min_samples_split': 7, 'n_estimators': 109, 'subsample': 0.8159943366403822})",0.08,0.044444444444444446,0.08,0.06814814814814814,0.016761049628125572,47,0.489247311827957,0.45667270531400966,0.48022342995169087,0.47538114903121914,0.013732249409551665,45
5.260920286178589,0.052862367865691845,0.015401363372802734,0.00017169746708310676,0.014952500610699254,6,3,347,0.727415749998967,"OrderedDict({'learning_rate': 0.014952500610699254, 'max_depth': 6, 'min_samples_split': 3, 'n_estimators': 347, 'subsample': 0.727415749998967})",0.20476190476190476,0.08,0.10434782608695652,0.1297032436162871,0.0539972599213433,15,0.4526209677419355,0.5416666666666666,0.5350241545893719,0.509770596332658,0.04050177590935487,26
1.9254829088846843,0.032567897942640193,0.009050210316975912,0.00011195901122355292,0.17070003514752333,2,3,377,0.6235963044768825,"OrderedDict({'learning_rate': 0.17070003514752333, 'max_depth': 2, 'min_samples_split': 3, 'n_estimators': 377, 'subsample': 0.6235963044768825})",0.2681818181818182,0.0782608695652174,0.08571428571428572,0.14405232448710711,0.08782553446749522,5,0.5544354838709677,0.5600845410628019,0.5350241545893719,0.5498480598410472,0.010732787366201377,8
1.5577959219614665,0.02411111305168212,0.008047342300415039,0.000210896024352379,0.19015840168556356,5,6,145,0.6620557839759507,"OrderedDict({'learning_rate': 0.19015840168556356, 'max_depth': 5, 'min_samples_split': 6, 'n_estimators': 145, 'subsample': 0.6620557839759507})",0.042105263157894736,0.0761904761904762,0.15454545454545454,0.09094706463127515,0.0470745284035582,33,0.5231854838709677,0.5424214975845411,0.5153985507246377,0.5270018440600488,0.011357328561121302,17
0.6225283940633138,0.011486729867439182,0.006925900777180989,0.00036874392923028743,0.052094745878934035,2,4,121,0.6005834158334413,"OrderedDict({'learning_rate': 0.052094745878934035, 'max_depth': 2, 'min_samples_split': 4, 'n_estimators': 121, 'subsample': 0.6005834158334413})",0.1619047619047619,0.1,0.15454545454545454,0.1388167388167388,0.027611522479783414,9,0.5463709677419355,0.5689915458937198,0.477506038647343,0.5309561840943328,0.03890682181150685,15
