4
0.8395258188247681
0.5334328413009644
0.0009813308715820312
6.103515625e-05
10.0
scale
linear
"{'C': 10, 'gamma': 'scale', 'kernel': 'linear'}"
0.914572864321608
0.964824120603015
0.9396984924623115
0.025125628140703515
7
